,Date,Close_CL=F,High_CL=F,Low_CL=F,Open_CL=F,Volume_CL=F
69,2020-04-13,22.40999984741211,24.739999771118164,22.030000686645508,24.600000381469727,775120
70,2020-04-14,20.110000610351562,23.079999923706055,19.950000762939453,22.360000610351562,785478
71,2020-04-15,19.8700008392334,20.889999389648438,19.200000762939453,20.719999313354492,544797
72,2020-04-16,19.8700008392334,20.530000686645508,19.420000076293945,20.149999618530273,350942
73,2020-04-17,18.270000457763672,20.219999313354492,17.309999465942383,20.0,240628
74,2020-04-20,-37.630001068115234,17.850000381469727,-40.31999969482422,17.729999542236328,247947
75,2020-04-21,10.010000228881836,13.859999656677246,-16.739999771118164,-14.0,2288230
76,2020-04-22,13.779999732971191,16.18000030517578,10.260000228881836,13.119999885559082,1235218
77,2020-04-23,16.5,18.260000228881836,13.350000381469727,14.199999809265137,833584
78,2020-04-24,16.940000534057617,17.969999313354492,15.640000343322754,16.780000686645508,600220
79,2020-04-27,12.779999732971191,16.979999542236328,11.880000114440918,16.84000015258789,623201
80,2020-04-28,12.34000015258789,13.6899995803833,10.069999694824219,12.960000038146973,897087
81,2020-04-29,15.0600004196167,16.780000686645508,12.670000076293945,13.350000381469727,554134
82,2020-04-30,18.84000015258789,19.440000534057617,15.449999809265137,15.640000343322754,545344
83,2020-05-01,19.780000686645508,20.479999542236328,18.06999969482422,19.040000915527344,403201
84,2020-05-04,20.389999389648438,21.420000076293945,18.049999237060547,19.110000610351562,311488
85,2020-05-05,24.559999465942383,25.489999771118164,21.1299991607666,21.239999771118164,387240
86,2020-05-06,23.989999771118164,26.079999923706055,22.579999923706055,25.520000457763672,381165
87,2020-05-07,23.549999237060547,26.739999771118164,22.940000534057617,24.09000015258789,310261
88,2020-05-08,24.739999771118164,24.989999771118164,23.260000228881836,23.350000381469727,205181
89,2020-05-11,24.139999389648438,25.579999923706055,23.670000076293945,24.489999771118164,179591
90,2020-05-12,25.780000686645508,26.229999542236328,24.219999313354492,24.489999771118164,212335
91,2020-05-13,25.290000915527344,26.450000762939453,24.790000915527344,25.299999237060547,150864
92,2020-05-14,27.559999465942383,27.959999084472656,25.18000030517578,25.559999465942383,160507
93,2020-05-15,29.43000030517578,29.920000076293945,27.239999771118164,27.639999389648438,108016
94,2020-05-18,31.81999969482422,33.31999969482422,29.530000686645508,29.530000686645508,89376
95,2020-05-19,32.5,33.439998626708984,31.34000015258789,32.83000183105469,430823
96,2020-05-20,33.4900016784668,33.779998779296875,31.559999465942383,31.889999389648438,406431
97,2020-05-21,33.91999816894531,34.65999984741211,33.2599983215332,33.529998779296875,372814
98,2020-05-22,33.25,34.0,30.719999313354492,33.95000076293945,429036
99,2020-05-26,34.349998474121094,34.810001373291016,32.47999954223633,33.29999923706055,466737
100,2020-05-27,32.810001373291016,34.31999969482422,31.75,34.13999938964844,415246
101,2020-05-28,33.709999084472656,34.209999084472656,31.139999389648438,32.099998474121094,440168
102,2020-05-29,35.4900016784668,35.77000045776367,32.36000061035156,33.68000030517578,443647
103,2020-06-01,35.439998626708984,35.900001525878906,34.27000045776367,35.209999084472656,385710
104,2020-06-02,36.810001373291016,37.060001373291016,35.279998779296875,35.560001373291016,343483
105,2020-06-03,37.290000915527344,38.18000030517578,35.880001068115234,36.86000061035156,494253
106,2020-06-04,37.40999984741211,37.619998931884766,36.380001068115234,36.7599983215332,307612
107,2020-06-05,39.54999923706055,39.68000030517578,37.04999923706055,37.33000183105469,396856
108,2020-06-08,38.189998626708984,40.439998626708984,37.959999084472656,39.40999984741211,416639
109,2020-06-09,38.939998626708984,39.099998474121094,37.06999969482422,38.220001220703125,396033
110,2020-06-10,39.599998474121094,39.90999984741211,37.72999954223633,38.5,385868
111,2020-06-11,36.34000015258789,39.09000015258789,35.40999984741211,39.09000015258789,513912
112,2020-06-12,36.2599983215332,36.9900016784668,34.47999954223633,36.2599983215332,406508
113,2020-06-15,37.119998931884766,37.2599983215332,34.36000061035156,36.029998779296875,387546
114,2020-06-16,38.380001068115234,39.060001373291016,36.380001068115234,37.04999923706055,366323
115,2020-06-17,37.959999084472656,38.75,37.209999084472656,37.93000030517578,239516
116,2020-06-18,38.84000015258789,38.970001220703125,37.11000061035156,37.7400016784668,113384
117,2020-06-19,39.75,40.4900016784668,38.400001525878906,38.849998474121094,64113
118,2020-06-22,40.459999084472656,40.70000076293945,39.119998931884766,39.18000030517578,315264
119,2020-06-23,40.369998931884766,41.630001068115234,39.7599983215332,40.68000030517578,368730
120,2020-06-24,38.0099983215332,40.540000915527344,37.310001373291016,39.9900016784668,499490
121,2020-06-25,38.720001220703125,39.22999954223633,37.08000183105469,38.04999923706055,451640
122,2020-06-26,38.4900016784668,39.349998474121094,37.790000915527344,39.09000015258789,356712
123,2020-06-29,39.70000076293945,39.88999938964844,37.5,37.959999084472656,343913
124,2020-06-30,39.27000045776367,40.08000183105469,38.849998474121094,39.63999938964844,370059
125,2020-07-01,39.81999969482422,40.58000183105469,39.04999923706055,39.84000015258789,407170
126,2020-07-02,40.650001525878906,40.7400016784668,39.459999084472656,39.779998779296875,347096
127,2020-07-06,40.630001068115234,41.08000183105469,39.84000015258789,40.380001068115234,373236
128,2020-07-07,40.619998931884766,40.95000076293945,39.900001525878906,40.68000030517578,256596
129,2020-07-08,40.900001525878906,41.08000183105469,40.29999923706055,40.47999954223633,286740
130,2020-07-09,39.619998931884766,40.9900016784668,39.27000045776367,40.869998931884766,367386
131,2020-07-10,40.54999923706055,40.77000045776367,38.540000915527344,39.58000183105469,393149
132,2020-07-13,40.099998474121094,40.720001220703125,39.470001220703125,40.349998474121094,370715
133,2020-07-14,40.290000915527344,40.56999969482422,39.06999969482422,39.599998474121094,426971
134,2020-07-15,41.20000076293945,41.2599983215332,40.08000183105469,40.54999923706055,352542
135,2020-07-16,40.75,41.18000030517578,40.52000045776367,40.970001220703125,200101
136,2020-07-17,40.59000015258789,40.900001525878906,40.02000045776367,40.720001220703125,88220
137,2020-07-20,40.810001373291016,40.90999984741211,39.83000183105469,40.63999938964844,60179
138,2020-07-21,41.959999084472656,42.400001525878906,40.63999938964844,40.650001525878906,389117
139,2020-07-22,41.900001525878906,42.029998779296875,41.13999938964844,41.540000915527344,333647
140,2020-07-23,41.06999969482422,42.36000061035156,40.83000183105469,41.95000076293945,389412
141,2020-07-24,41.290000915527344,41.66999816894531,40.65999984741211,41.060001373291016,353159
142,2020-07-27,41.599998474121094,41.81999969482422,40.47999954223633,41.2599983215332,377714
143,2020-07-28,41.040000915527344,41.93000030517578,40.849998474121094,41.650001525878906,276804
144,2020-07-29,41.27000045776367,41.56999969482422,40.93000030517578,41.130001068115234,295855
145,2020-07-30,39.91999816894531,41.38999938964844,38.720001220703125,41.31999969482422,487325
146,2020-07-31,40.27000045776367,40.54999923706055,39.65999984741211,40.34000015258789,318788
147,2020-08-03,41.0099983215332,41.2400016784668,39.58000183105469,40.38999938964844,338326
148,2020-08-04,41.70000076293945,42.08000183105469,40.13999938964844,40.779998779296875,451575
149,2020-08-05,42.189998626708984,43.52000045776367,41.470001220703125,41.560001373291016,491268
150,2020-08-06,41.95000076293945,42.650001525878906,41.61000061035156,42.189998626708984,359610
151,2020-08-07,41.220001220703125,42.220001220703125,41.060001373291016,41.970001220703125,398997
152,2020-08-10,41.939998626708984,42.33000183105469,41.16999816894531,41.5,367796
153,2020-08-11,41.61000061035156,42.939998626708984,41.47999954223633,41.97999954223633,432843
154,2020-08-12,42.66999816894531,42.900001525878906,41.529998779296875,41.619998931884766,397831
155,2020-08-13,42.2400016784668,42.84000015258789,42.09000015258789,42.56999969482422,329507
156,2020-08-14,42.0099983215332,42.56999969482422,41.619998931884766,42.33000183105469,310866
157,2020-08-17,42.88999938964844,42.970001220703125,41.79999923706055,42.2400016784668,208429
158,2020-08-18,42.88999938964844,42.9900016784668,42.11000061035156,42.790000915527344,111628
159,2020-08-19,42.93000030517578,43.029998779296875,42.36000061035156,42.599998474121094,81299
160,2020-08-20,42.58000183105469,42.790000915527344,41.5,42.7400016784668,377070
161,2020-08-21,42.34000015258789,42.959999084472656,41.459999084472656,42.75,345368
162,2020-08-24,42.619998931884766,42.88999938964844,42.22999954223633,42.47999954223633,294731
163,2020-08-25,43.349998474121094,43.56999969482422,42.310001373291016,42.36000061035156,330800
164,2020-08-26,43.38999938964844,43.779998779296875,43.0,43.38999938964844,262243
165,2020-08-27,43.040000915527344,43.5,42.36000061035156,43.45000076293945,320968
166,2020-08-28,42.970001220703125,43.41999816894531,42.689998626708984,42.97999954223633,272800
167,2020-08-31,42.61000061035156,43.56999969482422,42.560001373291016,42.90999984741211,236877
168,2020-09-01,42.7599983215332,43.43000030517578,42.720001220703125,42.83000183105469,285146
169,2020-09-02,41.5099983215332,43.209999084472656,41.22999954223633,43.02000045776367,421771
170,2020-09-03,41.369998931884766,41.790000915527344,40.220001220703125,41.630001068115234,417634
171,2020-09-04,39.77000045776367,41.869998931884766,39.349998474121094,41.25,444184
172,2020-09-08,36.7599983215332,39.59000015258789,36.130001068115234,39.47999954223633,720975
173,2020-09-09,38.04999923706055,38.45000076293945,36.15999984741211,36.790000915527344,455356
174,2020-09-10,37.29999923706055,38.18000030517578,36.93000030517578,37.79999923706055,367555
175,2020-09-11,37.33000183105469,37.81999969482422,36.66999816894531,37.0099983215332,363787
176,2020-09-14,37.2599983215332,37.68000030517578,36.81999969482422,37.31999969482422,347563
177,2020-09-15,38.279998779296875,38.56999969482422,37.060001373291016,37.279998779296875,348861
178,2020-09-16,40.15999984741211,40.34000015258789,38.349998474121094,38.349998474121094,367612
179,2020-09-17,40.970001220703125,41.220001220703125,39.41999816894531,40.189998626708984,280669
180,2020-09-18,41.11000061035156,41.4900016784668,40.29999923706055,40.970001220703125,85906
181,2020-09-21,39.310001373291016,41.27000045776367,38.65999984741211,40.97999954223633,66195
182,2020-09-22,39.599998474121094,40.02000045776367,39.0,39.630001068115234,287807
183,2020-09-23,39.93000030517578,40.75,39.2599983215332,39.7599983215332,318754
184,2020-09-24,40.310001373291016,40.369998931884766,39.119998931884766,39.599998474121094,269992
185,2020-09-25,40.25,40.63999938964844,39.709999084472656,40.150001525878906,229025
186,2020-09-28,40.599998474121094,40.79999923706055,39.779998779296875,40.06999969482422,226425
187,2020-09-29,39.290000915527344,40.70000076293945,38.40999984741211,40.58000183105469,379599
188,2020-09-30,40.220001220703125,40.369998931884766,38.68000030517578,39.15999984741211,340294
189,2020-10-01,38.720001220703125,40.470001220703125,37.61000061035156,39.900001525878906,443442
190,2020-10-02,37.04999923706055,38.650001525878906,36.630001068115234,38.599998474121094,391428
191,2020-10-05,39.220001220703125,39.720001220703125,37.0,37.0,378579
192,2020-10-06,40.66999816894531,40.86000061035156,39.099998474121094,39.349998474121094,400531
193,2020-10-07,39.95000076293945,40.349998474121094,39.279998779296875,39.83000183105469,433065
194,2020-10-08,41.189998626708984,41.33000183105469,39.7599983215332,39.9900016784668,409787
195,2020-10-09,40.599998474121094,41.470001220703125,40.380001068115234,41.310001373291016,331703
196,2020-10-12,39.43000030517578,40.45000076293945,39.040000915527344,40.400001525878906,322035
197,2020-10-13,40.20000076293945,40.529998779296875,39.349998474121094,39.529998779296875,375470
198,2020-10-14,41.040000915527344,41.15999984741211,39.81999969482422,40.189998626708984,328295
199,2020-10-15,40.959999084472656,41.290000915527344,39.220001220703125,41.130001068115234,248251
200,2020-10-16,40.880001068115234,41.04999923706055,40.08000183105469,40.880001068115234,96488
201,2020-10-19,40.83000183105469,41.220001220703125,40.540000915527344,40.689998626708984,75335
202,2020-10-20,41.459999084472656,41.70000076293945,40.25,40.650001525878906,360574
203,2020-10-21,40.029998779296875,41.59000015258789,39.779998779296875,41.220001220703125,366899
204,2020-10-22,40.63999938964844,41.02000045776367,39.709999084472656,40.040000915527344,307494
205,2020-10-23,39.849998474121094,40.91999816894531,39.56999969482422,40.61000061035156,268931
206,2020-10-26,38.560001373291016,39.7400016784668,38.279998779296875,39.689998626708984,360184
207,2020-10-27,39.56999969482422,39.83000183105469,38.5099983215332,38.59000015258789,339535
208,2020-10-28,37.38999938964844,39.0099983215332,36.970001220703125,38.970001220703125,489954
209,2020-10-29,36.16999816894531,37.7599983215332,34.91999816894531,37.38999938964844,568816
210,2020-10-30,35.790000915527344,36.599998474121094,35.209999084472656,36.06999969482422,388971
211,2020-11-02,36.810001373291016,37.150001525878906,33.63999938964844,35.2400016784668,489204
212,2020-11-03,37.65999984741211,38.31999969482422,36.56999969482422,37.029998779296875,410611
213,2020-11-04,39.150001525878906,39.25,37.2599983215332,38.150001525878906,437000
214,2020-11-05,38.790000915527344,39.349998474121094,38.27000045776367,39.16999816894531,298366
215,2020-11-06,37.13999938964844,38.61000061035156,37.060001373291016,38.540000915527344,411026
216,2020-11-09,40.290000915527344,41.33000183105469,37.15999984741211,37.34000015258789,622921
217,2020-11-10,41.36000061035156,41.84000015258789,39.40999984741211,39.90999984741211,457045
218,2020-11-11,41.45000076293945,43.060001373291016,41.31999969482422,41.790000915527344,443772
219,2020-11-12,41.119998931884766,42.189998626708984,40.869998931884766,41.470001220703125,401031
220,2020-11-13,40.130001068115234,40.939998626708984,40.060001373291016,40.939998626708984,338187
221,2020-11-16,41.34000015258789,42.09000015258789,40.150001525878906,40.16999816894531,378785
222,2020-11-17,41.43000030517578,41.689998626708984,40.56999969482422,41.439998626708984,243677
223,2020-11-18,41.81999969482422,42.459999084472656,41.08000183105469,41.349998474121094,107013
224,2020-11-19,41.7400016784668,41.97999954223633,41.08000183105469,41.61000061035156,88144
225,2020-11-20,42.150001525878906,42.31999969482422,41.5099983215332,41.70000076293945,276340
226,2020-11-23,43.060001373291016,43.36000061035156,42.290000915527344,42.459999084472656,300717
227,2020-11-24,44.90999984741211,45.20000076293945,42.81999969482422,42.84000015258789,418527
228,2020-11-25,45.709999084472656,46.2599983215332,44.72999954223633,44.81999969482422,417182
229,2020-11-27,45.529998779296875,46.09000015258789,44.54999923706055,45.900001525878906,365128
230,2020-11-30,45.34000015258789,45.79999923706055,44.41999816894531,45.34000015258789,370755
231,2020-12-01,44.54999923706055,45.70000076293945,44.119998931884766,45.08000183105469,314919
232,2020-12-02,45.279998779296875,45.91999816894531,43.91999816894531,44.380001068115234,368854
233,2020-12-03,45.63999938964844,45.84000015258789,44.65999984741211,44.9900016784668,350768
234,2020-12-04,46.2599983215332,46.68000030517578,45.61000061035156,45.63999938964844,335453
235,2020-12-07,45.7599983215332,46.540000915527344,45.36000061035156,46.150001525878906,348871
236,2020-12-08,45.599998474121094,45.93000030517578,45.13999938964844,45.65999984741211,332641
237,2020-12-09,45.52000045776367,46.2400016784668,44.95000076293945,45.599998474121094,434976
238,2020-12-10,46.779998779296875,47.7400016784668,45.52000045776367,45.689998626708984,447529
239,2020-12-11,46.56999969482422,47.290000915527344,46.34000015258789,46.970001220703125,367305
240,2020-12-14,46.9900016784668,47.439998626708984,45.689998626708984,46.72999954223633,403543
241,2020-12-15,47.619998931884766,47.72999954223633,46.540000915527344,46.9900016784668,311169
242,2020-12-16,47.81999969482422,47.939998626708984,47.16999816894531,47.599998474121094,275331
243,2020-12-17,48.36000061035156,48.59000015258789,47.810001373291016,47.849998474121094,96536
244,2020-12-18,49.099998474121094,49.279998779296875,48.099998474121094,48.43000030517578,83711
245,2020-12-21,47.7400016784668,48.61000061035156,46.18000030517578,48.540000915527344,478098
246,2020-12-22,47.02000045776367,47.959999084472656,46.599998474121094,47.93000030517578,295737
247,2020-12-23,48.119998931884766,48.5,46.15999984741211,46.790000915527344,344306
248,2020-12-24,48.22999954223633,48.619998931884766,47.560001373291016,48.09000015258789,167390
249,2020-12-28,47.619998931884766,48.959999084472656,47.5,48.22999954223633,238462
250,2020-12-29,48.0,48.349998474121094,47.68000030517578,47.720001220703125,213778
251,2020-12-30,48.400001525878906,48.65999984741211,47.61000061035156,48.130001068115234,266957
252,2020-12-31,48.52000045776367,48.58000183105469,47.77000045776367,48.349998474121094,181894
253,2021-01-04,47.619998931884766,49.83000183105469,47.18000030517578,48.400001525878906,528525
254,2021-01-05,49.93000030517578,50.20000076293945,47.2400016784668,47.380001068115234,643191
255,2021-01-06,50.630001068115234,50.939998626708984,49.47999954223633,49.81999969482422,509365
256,2021-01-07,50.83000183105469,51.279998779296875,50.38999938964844,50.529998779296875,369292
257,2021-01-08,52.2400016784668,52.75,50.810001373291016,50.93000030517578,499416
258,2021-01-11,52.25,52.70000076293945,51.5,52.58000183105469,394822
259,2021-01-12,53.209999084472656,53.45000076293945,52.06999969482422,52.18000030517578,400200
260,2021-01-13,52.90999984741211,53.93000030517578,52.58000183105469,53.310001373291016,429898
261,2021-01-14,53.56999969482422,53.75,52.2400016784668,52.84000015258789,390087
262,2021-01-15,52.36000061035156,53.83000183105469,51.83000183105469,53.79999923706055,165668
263,2021-01-19,52.97999954223633,53.130001068115234,51.7599983215332,52.0,125964
264,2021-01-20,53.2400016784668,53.790000915527344,53.04999923706055,53.130001068115234,400301
265,2021-01-21,53.130001068115234,53.40999984741211,52.75,52.93000030517578,352397
266,2021-01-22,52.27000045776367,53.15999984741211,51.439998626708984,53.099998474121094,437484
267,2021-01-25,52.77000045776367,52.95000076293945,51.81999969482422,52.16999816894531,349076
268,2021-01-26,52.61000061035156,53.25,52.290000915527344,52.90999984741211,314538
269,2021-01-27,52.849998474121094,53.29999923706055,51.849998474121094,52.7599983215332,442376
270,2021-01-28,52.34000015258789,53.58000183105469,52.040000915527344,52.650001525878906,411406
271,2021-01-29,52.20000076293945,53.25,51.93000030517578,52.150001525878906,410914
272,2021-02-01,53.54999923706055,53.7400016784668,51.63999938964844,51.9900016784668,416067
273,2021-02-02,54.7599983215332,55.2599983215332,53.45000076293945,53.47999954223633,463718
274,2021-02-03,55.689998626708984,56.33000183105469,54.810001373291016,55.04999923706055,448693
275,2021-02-04,56.22999954223633,56.58000183105469,55.29999923706055,55.959999084472656,381404
276,2021-02-05,56.849998474121094,57.290000915527344,56.43000030517578,56.459999084472656,400833
277,2021-02-08,57.970001220703125,58.13999938964844,57.0,57.060001373291016,399724
278,2021-02-09,58.36000061035156,58.619998931884766,57.27000045776367,58.11000061035156,514698
279,2021-02-10,58.68000030517578,58.90999984741211,58.08000183105469,58.45000076293945,457535
280,2021-02-11,58.2400016784668,58.709999084472656,57.84000015258789,58.400001525878906,380445
281,2021-02-12,59.470001220703125,59.81999969482422,57.40999984741211,57.939998626708984,480822
282,2021-02-16,60.04999923706055,60.95000076293945,59.33000183105469,59.97999954223633,602332
283,2021-02-17,61.13999938964844,61.72999954223633,59.43000030517578,60.2400016784668,335419
284,2021-02-18,60.52000045776367,62.2599983215332,59.790000915527344,61.68000030517578,132035
285,2021-02-19,59.2400016784668,60.290000915527344,58.59000015258789,60.20000076293945,102427
286,2021-02-22,61.4900016784668,61.84000015258789,58.81999969482422,58.880001068115234,505773
287,2021-02-23,61.66999816894531,63.0,60.66999816894531,62.15999984741211,570677
288,2021-02-24,63.220001220703125,63.5099983215332,60.970001220703125,61.290000915527344,489933
289,2021-02-25,63.529998779296875,63.810001373291016,62.650001525878906,63.38999938964844,510357
290,2021-02-26,61.5,63.56999969482422,61.34000015258789,63.459999084472656,472723
291,2021-03-01,60.63999938964844,62.91999816894531,59.959999084472656,61.95000076293945,456679
292,2021-03-02,59.75,61.209999084472656,59.380001068115234,60.22999954223633,464133
293,2021-03-03,61.279998779296875,61.9900016784668,59.2400016784668,59.54999923706055,465311
294,2021-03-04,63.83000183105469,64.86000061035156,60.52000045776367,61.08000183105469,694628
295,2021-03-05,66.08999633789062,66.41999816894531,63.81999969482422,64.16000366210938,573168
296,2021-03-08,65.05000305175781,67.9800033569336,64.56999969482422,66.68000030517578,533376
297,2021-03-09,64.01000213623047,65.9800033569336,63.630001068115234,64.7300033569336,554564
298,2021-03-10,64.44000244140625,64.95999908447266,63.130001068115234,63.84000015258789,498488
299,2021-03-11,66.0199966430664,66.20999908447266,64.54000091552734,64.69999694824219,441063
300,2021-03-12,65.61000061035156,66.23999786376953,65.41000366210938,65.95999908447266,321714
301,2021-03-15,65.38999938964844,66.4000015258789,64.12999725341797,65.55999755859375,378009
302,2021-03-16,64.80000305175781,65.43000030517578,63.79999923706055,65.33000183105469,317537
303,2021-03-17,64.5999984741211,65.33999633789062,63.599998474121094,64.75,254724
304,2021-03-18,60.0,64.81999969482422,58.20000076293945,64.41999816894531,143597
305,2021-03-19,61.41999816894531,61.720001220703125,58.939998626708984,59.560001373291016,84171
306,2021-03-22,61.54999923706055,61.900001525878906,60.38999938964844,61.54999923706055,404370
307,2021-03-23,57.7599983215332,61.349998474121094,57.25,61.279998779296875,712317
308,2021-03-24,61.18000030517578,61.34000015258789,57.290000915527344,57.400001525878906,566291
309,2021-03-25,58.560001373291016,60.86000061035156,57.439998626708984,60.79999923706055,580105
310,2021-03-26,60.970001220703125,61.36000061035156,58.31999969482422,58.47999954223633,471996
311,2021-03-29,61.560001373291016,61.77000045776367,59.40999984741211,60.93000030517578,449360
312,2021-03-30,60.54999923706055,62.27000045776367,59.939998626708984,61.959999084472656,388188
313,2021-03-31,59.15999984741211,61.16999816894531,58.849998474121094,60.45000076293945,414162
314,2021-04-01,61.45000076293945,61.75,58.86000061035156,59.4900016784668,605567
315,2021-04-05,58.650001525878906,61.5,57.630001068115234,61.5,438864
316,2021-04-06,59.33000183105469,60.900001525878906,58.619998931884766,58.79999923706055,457348
317,2021-04-07,59.77000045776367,60.040000915527344,58.119998931884766,59.2599983215332,475537
318,2021-04-08,59.599998474121094,59.93000030517578,58.81999969482422,59.52000045776367,419913
319,2021-04-09,59.31999969482422,59.95000076293945,59.099998474121094,59.7599983215332,351436
